page,content,scraped_at
Libre Info,"[#BURKINA_ÉCONOMIE] Le Fonds monétaire international (FMI) a approuvé un financement de 155 millions de dollars, soit environ 87,7 milliards de FCFA, en faveur du Burki… En voir plus",2025-11-16T02:20:05.425428
Libre Info,"[#BURKINA_MINES] Le secteur minier burkinabè a renforcé son impact sur l’économie nationale en 2024. Selon le rapport annuel sur la fourniture locale, validé le jeudi 1… En voir plus",2025-11-16T02:20:05.483551
Libre Info,"[#OUAGADOUGOU] La Loterie nationale burkinabè ( 
LONAB
 ) a récompensé, ce jeudi 13 novembre 2025 à Ouagadougou, un heureux gagnant du Pari mutuel urbain burkinabè (PMU’B… En voir plus",2025-11-16T02:20:05.545814
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:08.229036
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:08.298775
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:08.359276
Libre Info,"[#BURKINA_ENSEIGNEMENT] Le ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation, Pr Adjima Thiombiano, a présenté, ce jeudi 13 novembre 2025 à Ouaga… En voir plus",2025-11-16T02:20:08.436041
Libre Info,"[#OUAGADOUGOU] La LONAB a remis, ce 13 novembre 2025, un chèque de 65,4 millions FCFA à Tandam Kiendrebeogo, unique gagnant du 4+1 du 19 octobre dernier.… En voir plus",2025-11-16T02:20:08.509135
Libre Info,[#LONAB] Résultats du tirage du Faso Loto du 12 novembre 2025,2025-11-16T02:20:08.567725
Libre Info,"[#SENEGAL] En nommant Aminata « Mimi » Touré à la tête de la Coalition Diomaye Président, en remplacement d’Aïda Mbodj, le chef de l’État Bassirou Diomaye Diakhar Faye … En voir plus",2025-11-16T02:20:08.615788
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:11.340738
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:11.395954
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:11.453439
Libre Info,"[#OUAGADOUGOU] La Loterie nationale burkinabè (LONAB) a procédé, ce 13 novembre 2025 à Ouagadougou, à la remise d’un chèque à un heureux gagnant du 4+1 du 19 octobre 20… En voir plus",2025-11-16T02:20:11.518066
Libre Info,"[#BOURSE] BGFI Holding Corporation lance son introduction en bourse, offrant au grand public la possibilité de devenir actionnaire. L’opération concerne 10 % du capital… En voir plus",2025-11-16T02:20:11.575185
Libre Info,"[#TOGO] Le président du Conseil des ministres, Faure Gnassingbé, a ouvert, le mercredi 12 novembre 2025 à Lomé, les travaux du 4ᵉ Forum sur le commerce et l’investissem… En voir plus",2025-11-16T02:20:11.630533
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:14.674851
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:14.713168
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:14.764709
Libre Info,[#BURKINA_DIRECT] Édition spéciale : des acteurs de la douane et de la justice épinglés dans des affaires de corruption.,2025-11-16T02:20:14.857263
Libre Info,Edition spéciale: Communiqué n°3 du KORAG,2025-11-16T02:20:14.921407
Libre Info,"[#BURKINA_MEDIAS] La Communauté d’Afrique francophone sur les données ouvertes (CAFDO) a organisé, ce mercredi 12 novembre 2025 à Ouagadougou, un atelier de sensibilisa… En voir plus",2025-11-16T02:20:14.947302
Libre Info,"[#BURKINA_TRANSPORT] La Société de gestion du patrimoine ferroviaire du Burkina (SOPAFER-B) a annoncé, ce 12 novembre 2025 à Ouagadougou, la tenue de la première éditio… En voir plus",2025-11-16T02:20:15.010544
Libre Info,[#DEVELOPPEMENT] La dette publique des pays en développement se révèle à la fois un levier essentiel pour financer les infrastructures vitales et un piège financier men… En voir plus,2025-11-16T02:20:15.054659
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:18.039148
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:18.106102
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:18.165978
Libre Info,"[#BURKINA_ECONOMIE] Le Premier ministre Jean Emmanuel Ouédraogo a présidé, le 11 novembre 2025 à Bobo-Dioulasso, la cérémonie de clôture de la 22ᵉ Rencontre Gouvernemen… En voir plus",2025-11-16T02:20:18.230911
Libre Info,"[#BURKINA_RECRUTEMENTS] La 
Sonabel
 lance une plateforme E-recrutement qui remplace les dépôts physiques et le traitement manuel des candidatures.… En voir plus",2025-11-16T02:20:18.286242
Libre Info,"[#OUAGADOUGOU] La Coordination nationale de lutte contre la fraude (CNLF) a annoncé la saisie d’une importante quantité de produits prohibés, dont des amphétamines et d… En voir plus",2025-11-16T02:20:18.351853
Libre Info,"[#GABON_JUSTICE] L’ancienne Première dame du Gabon, Sylvia Bongo, et son fils Noureddin Valentin Bongo, ont été condamnés, dans la soirée du 11 novembre 2025, à 20 ans … En voir plus",2025-11-16T02:20:18.415102
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:19.505995
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:19.545806
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:19.601555
Libre Info,"[#BURKINA_RECRUTEMENTS] La Société nationale d’électricité du Burkina (SONABEL) a lancé, ce 11 novembre 2025 à Ouagadougou, une plateforme de gestion des recrutements a… En voir plus",2025-11-16T02:20:19.672472
Libre Info,"[#MALI_SECURITE] Le premier Salon international de la défense et de la sécurité de Bamako (BAMEX 25) se tient du 11 au 14 novembre 2025, dans la capitale malienne sous … En voir plus",2025-11-16T02:20:19.729006
Libre Info,"[#BURKINA_CULTURE] Dans un communiqué publié ce 11 novembre 2025, le ministère en charge de la culture rappelle que   l’organisation des spectacles vivants au Burkina  … En voir plus",2025-11-16T02:20:19.787563
Libre Info,"[#BURKINA_SPORT] Depuis la suspension du Stade du 4-Août , le Burkina Faso a dépensé 46,2 milliards de FCFA pour les matchs des Étalons A, U17, U20, féminins et de club… En voir plus",2025-11-16T02:20:19.848946
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:21.973246
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:22.048821
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:22.081427
Libre Info,"[#BURKINA_SPORT] Depuis la suspension du Stade du 4-Août , le Burkina Faso a dépensé 46,2 milliards de FCFA pour les matchs des Étalons A, U17, U20, féminins et de club… En voir plus",2025-11-16T02:20:22.161054
Libre Info,[#BENIN_ELECTIONS] La Commission électorale nationale autonome (CENA) du Bénin a jugé que les listes de candidatures du parti Les Démocrates (LD) pour les élections loc… En voir plus,2025-11-16T02:20:22.223549
Libre Info,"[#BURKINA_DIASPORA] Les transferts annuels effectués par les ressortissants à l’extérieur atteignent plus de 200 milliards de F CFA via les canaux formels, selon la BCE… En voir plus",2025-11-16T02:20:22.295036
Libre Info,[#BURKINA_FASO] Comment s’est déroulé le processus de collecte des objets personnels du Président Thomas Sankara ?… En voir plus,2025-11-16T02:20:22.359716
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:24.790812
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:24.858984
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:24.916187
Libre Info,"[#ECONOMIE] Le 10 novembre 2025, la Banque centrale des États de l’Afrique de l’Ouest (BCEAO) a lancé son 45ᵉ appel d’offres hebdomadaire d’injection de liquidités pour… En voir plus",2025-11-16T02:20:25.005257
Libre Info,[#LONAB] Résultats du tirage du Faso Loto du 10 novembre 2025,2025-11-16T02:20:25.061146
Libre Info,[#LONAB] Résultats du tirage du Faso Loto du 10 novembre 2025,2025-11-16T02:20:25.108920
Libre Info,"[#UBA] Le président du Groupe United Bank for Africa (UBA) et fondateur de la Tony Elumelu Foundation, Tony O. Elumelu CFR, entreprendra cette semaine une tournée de tr… En voir plus",2025-11-16T02:20:25.167083
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:26.707729
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:26.767582
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:26.829131
Libre Info,"[#COOPERATION] En marge du 2e Sommet mondial sur le développement social, le ministre burkinabè des Affaires étrangères, Karamoko Jean Marie Traoré, a co-organisé un év… En voir plus",2025-11-16T02:20:26.939215
Libre Info,"[#ÉCONOMIE] La Côte d’Ivoire compte emprunter 70 milliards de FCFA ce mardi 11 novembre 2025 à travers des Bons du Trésor (emprunts à court terme, ndlr) sur le marché d… En voir plus",2025-11-16T02:20:26.970129
Libre Info,"[#BURKINA_ECONOMIE] La 22ᵉ Rencontre nationale Gouvernement/Secteur privé s’est ouverte ce 10 novembre 2025 à Bobo Dioulasso, sous la présidence du Premier ministre Jea… En voir plus",2025-11-16T02:20:27.009807
Libre Info,"[#BURKINA_ÉDUCATION] La fondation de la société minière Endeavour Mining, a remis  samedi 8 novembre dernier à plusieurs élèves du primaire et du secondaire, enseignant… En voir plus",2025-11-16T02:20:27.073447
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:28.661153
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:28.732696
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:28.792054
Libre Info,"[#BURKINA_ÉDUCATION] La fondation de la société minière Endeavour Mining, a remis  samedi 8 novembre dernier à plusieurs élèves du primaire et du secondaire, enseignant… En voir plus",2025-11-16T02:20:28.889000
Libre Info,"[#FRANCE_JUSTICE] La Cour d’appel de Paris a ordonné, ce lundi 10 novembre 2025, la remise en liberté de Nicolas Sarkozy, avec placement sous contrôle judiciaire, dans … En voir plus",2025-11-16T02:20:28.948930
Libre Info,[#FRANCE_JUSTICE] Nicolas Sarkozy remis en liberté … En voir plus,2025-11-16T02:20:29.000204
Libre Info,[#BURKINA_INNOVATION] Un tricycle réfrigéré pour un transport plus hygiénique de la viande… En voir plus,2025-11-16T02:20:29.054850
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:31.989233
Libre Info,"[#BURKINA_FASO] Des respirateurs fabriqués par des chercheurs et techniciens burkinabè de l'IRSAT. Les respirateurs permettent de substituer partiellement à la fonction respiratoire défaillante d’un patient.

Dénommé « Lafi respire », ce prototype de respirateur est modulable entre l’énergie électrique et l’énergie solaire.

Il est doté d’un manomètre qui affiche le niveau de pression à l’intérieur du circuit respiratoire, un régulateur de charge, un bouton d’arrêt d’urgence.

Il est également doté d’une batterie de secours en cas de coupure d'électricité.

www.libreinfo.net",2025-11-16T02:20:32.023558
Libre Info,"[#BURKINA_PAIX] Le message de Paix de Mgr Laurent Dabiré, évêque de Dori (région du Sahel) et président de la conférence épiscopale Burkina-Niger.
«Comme le dit notre seigneur Jésus Christ, une maison divisée contre elle même ne peut tenir. Et donc, si les burkinabè ne sont pas unis non plus, ils ne peuvent remporter aucune bataille, pas seulement la bataille contre le terrorisme, même la bataille pour le développement et le progrès dans ce pays. C'est dans l'unité; dans la concorde et dans l'engagement de tous ses fils et filles que le Burkina Faso peut sortir de cette crise, et c'est à cela que l'église catholique invite tous les burkinabè», Monseigneur Laurent Dabiré, évêque du diocèse de Dori (Sahel) et président de la conférence épiscopale Burkina-Niger..",2025-11-16T02:20:32.092103
Libre Info,"[#MALI] Dans une déclaration publiée le 9 novembre 2025, le président de la Commission de l’Union africaine (UA), Mahmoud Ali Youssouf, a exprimé sa « profonde préoccup… En voir plus",2025-11-16T02:20:32.352801
Libre Info,[#COOPÉRATION] Le Qatar salut les avancées réalisées au Burkina Faso et a réitère sa volonté de renforcer la coopération bilatérale avec le pays. Lors d'une rencontre a… En voir plus,2025-11-16T02:20:32.419430
Libre Info,"[#ECONOMIE] En août 2025, les pays de l’Union économique et monétaire ouest-africaine (UEMOA) ont fait appel au marché financier pour trouver de l’argent. Au total, ils… En voir plus",2025-11-16T02:20:32.477127
Libre Info,[#BURKINA_ECONOMIE] La 22ᵉ édition de la Rencontre nationale Gouvernement/Secteur privé (RGSP) 2025 est placée sous le thème « Développement des infrastructures : enjeu… En voir plus,2025-11-16T02:20:32.543907
Libre Info,"[#BURKINA_INDUSTRIE] Le ministère du Développement industriel, du Commerce, de l’Artisanat et des petites et moyennes entreprises annonce plusieurs actions visant l’atteinte de ses objectifs en 2024.

Il s’agit entre autres, de la relance des entreprises industrielles notamment la minoterie du Faso, BRAFASO, la Société de Transformation des Fruits et Légumes et la poursuite des travaux de mise en place des infrastructures industrielles pour les investisseurs nationaux et internationaux. Le ministère a dévoilé ses ambitions au cours de son deuxième Conseil d’administration du secteur ministériel (CASEM) ce mardi 19 décembre 2023 à Ouagadougou.
www.libreinfo.net",2025-11-16T02:20:34.258176
